trip_id_unique,line_id,direction,cluster,latitude,longitude,passengers_continue,mekadem_nipuach_luz,passengers_continue_menupach,station_index,trip_duration_in_minutes
1101321,13611,1,9,32.20376066666667,34.82510966666666,3.2333333333333334,0.666666667,2.155555555466667,30,55.0
1101332,10575,1,9,32.128912166666666,34.828395799999996,2.3666666666666667,1.5,3.55,30,47.0
1101342,10524,2,9,32.13059,34.83293195238095,2.1666666666666665,0.666666667,1.4444444445,42,77.0
1101352,20048,1,4,32.13513496491228,34.823077122807014,6.824561403508772,3.0,20.473684210526315,57,93.0
1101362,20048,2,4,32.133847214285716,34.82280608928571,5.75,2.333333333,13.416666667482144,56,92.0
1101431,10605,2,9,32.213613,34.827920999999996,5.966666666666667,1.307692308,7.802564101566667,30,65.0
1101441,10605,1,9,32.208162424242424,34.82669090909091,16.818181818181817,1.3,21.863636363636363,33,61.0
1101451,11501,2,9,32.1467135,34.831044500000004,18.225,1.666666667,30.375000000249997,40,74.0
1101521,14026,1,9,32.06318380952381,34.77639833333333,5.261904761904762,1.714285714,9.020408163333334,42,86.0
1101991,11505,1,9,32.15666379310345,34.856683103448276,3.2413793103448274,1.0,3.2413793103448274,29,57.0
1102001,10614,2,9,32.22155522727273,34.846228181818184,8.363636363636363,1.0,8.363636363636363,44,97.0
1102011,10605,1,9,32.208162424242424,34.82669090909091,19.515151515151516,1.5,29.272727272727273,33,58.0
1102021,11501,2,9,32.1467135,34.831044500000004,9.375,1.666666667,15.625000000675001,40,70.0
1102041,10613,1,9,32.24388638888889,34.85111972222222,12.222222222222221,1.666666667,20.37037037038889,36,105.0
1102051,10613,2,9,32.2359,34.850316842105265,10.789473684210526,1.5,16.18421052631579,38,73.0
1102352,15051,1,8,32.09041691666667,34.844220750000005,6.888888888888889,2.333333333,16.074074074222224,36,61.0
1102362,15051,2,8,32.090240860465116,34.844176999999995,15.0,5.0,75.0,43,96.0
1102382,15051,2,8,32.090240860465116,34.844176999999995,16.46511627906977,2.833333333,46.65116278846512,43,82.0
1102511,10615,2,9,32.24372380952381,34.85131214285715,4.714285714285714,0.333333333,1.571428571452381,42,79.0
1102571,10575,1,9,32.12885034482759,34.826940344827584,5.379310344827586,0.333333333,1.7931034482068966,29,47.0
1102581,10605,2,9,32.213613,34.827920999999996,1.2666666666666666,1.416666667,1.7944444446,30,57.0
1102591,10605,1,9,32.208162424242424,34.82669090909091,18.545454545454547,1.3,24.10909090909091,33,71.0
1102602,10347,1,4,32.130104631578945,34.81923768421053,8.763157894736842,3.0,26.289473684210527,38,56.0
1102612,19047,2,4,32.1334125952381,34.83094245238095,19.238095238095237,1.833333333,35.269841269761905,42,79.0
1102622,19047,1,4,32.13674780952381,34.83416019047619,8.071428571428571,1.75,14.125,42,78.0
1102632,15051,2,8,32.090240860465116,34.844176999999995,7.1395348837209305,2.142857143,15.299003322255814,43,62.0
1102691,10567,1,9,32.11224708333334,34.8401425,12.208333333333334,6.0,73.25,24,34.0
1102701,10565,2,9,32.11754666666666,34.85592233333333,8.533333333333333,1.0,8.533333333333333,30,51.0
1102990,10531,1,9,32.1309502173913,34.82854934782609,7.239130434782608,1.5,10.858695652173912,46,53.0
1103001,10525,2,9,32.12952753846154,34.83661553846154,9.646153846153846,1.0,9.646153846153846,65,115.0
1103041,10605,1,9,32.208162424242424,34.82669090909091,6.878787878787879,1.5,10.318181818181818,33,83.0
1103081,10617,1,9,32.2582864516129,34.84076258064516,1.4516129032258065,1.0,1.4516129032258065,31,43.0
1103451,10610,1,9,32.24993454545454,34.88171763636364,4.381818181818182,1.0,4.381818181818182,55,87.0
1103502,10572,1,9,32.149362150943396,34.84468854716981,14.830188679245284,1.0,14.830188679245284,53,95.0
1103512,11126,2,9,32.064445785714284,34.781747571428575,7.178571428571429,2.428571429,17.433673469000002,56,97.0
1103522,11126,1,9,32.05795783333333,34.780153633333335,4.966666666666667,3.0,14.9,60,105.0
1103532,11126,1,9,32.05795783333333,34.780153633333335,14.733333333333333,2.8,41.25333333333333,60,95.0
1103552,46022,1,9,32.00851698039216,34.77649405882353,9.254901960784315,2.666666667,24.67973856254902,51,73.0
1103572,15051,1,8,32.09041691666667,34.844220750000005,5.027777777777778,2.333333333,11.73148148161111,36,55.0
1103641,59021,2,9,32.10423276595745,34.81608957446808,3.8297872340425534,1.666666667,6.3829787236595745,47,81.0
1103651,16024,1,9,32.113412264150945,34.816430000000004,11.037735849056604,3.0,33.113207547169814,53,85.0
1103661,13608,1,9,32.20599,34.83335205128205,3.8974358974358974,1.333333333,5.1965811966153845,39,82.0
1103671,10575,2,9,32.132929259259264,34.8336462962963,5.444444444444445,1.333333333,7.259259258925926,27,60.0
1103821,10565,1,9,32.115449999999996,34.85338129032258,2.7096774193548385,1.0,2.7096774193548385,31,59.0
1103872,10531,1,9,32.13665316981132,34.83613254716981,4.886792452830188,0.333333333,1.62893081754717,53,98.0
1103892,19047,1,4,32.13674780952381,34.83416019047619,9.404761904761905,2.4,22.571428571428573,42,67.0
1103902,19047,2,4,32.1334125952381,34.83094245238095,13.785714285714286,3.0,41.357142857142854,42,95.0
1103941,10567,1,9,32.142518604651166,34.88063465116279,15.023255813953488,1.5,22.53488372093023,43,62.0
1103961,12619,2,9,32.20795591836735,34.842923469387756,0.673469387755102,0.5,0.336734693877551,49,63.0
1103971,10605,1,9,32.208162424242424,34.82669090909091,16.757575757575758,1.5,25.136363636363637,33,61.0
1103982,20048,2,4,32.133847214285716,34.82280608928571,8.232142857142858,2.2,18.110714285714288,56,89.0
1103992,20048,1,4,32.13513496491228,34.823077122807014,14.403508771929825,2.333333333,33.608187134157895,57,92.0
1104021,14026,1,9,32.06318380952381,34.77639833333333,7.690476190476191,3.0,23.071428571428573,42,86.0
1104091,10605,1,9,32.208162424242424,34.82669090909091,14.93939393939394,1.307692308,19.536130535757575,33,71.0
1104101,10605,2,9,32.213613,34.827920999999996,22.833333333333332,1.736842105,39.657894735,30,81.0
1104121,10605,2,9,32.213613,34.827920999999996,13.1,1.454545455,19.054545455666666,30,58.0
1104162,12149,1,4,32.13014471428571,34.84712261904762,28.928571428571427,4.0,115.71428571428571,42,109.0
1104202,10575,1,9,32.128912166666666,34.828395799999996,10.3,1.5,15.45,30,50.0
1104212,10575,2,9,32.132879571428575,34.83498542857143,4.25,4.0,17.0,28,68.0
1104221,10567,1,9,32.11224708333334,34.8401425,9.041666666666666,1.333333333,12.055555555666666,24,47.0
1104231,10567,2,9,32.115145,34.843493333333335,13.041666666666666,2.5,32.604166666666664,24,50.0
1104232,24092,1,8,32.086919186046515,34.85647574418605,10.465116279069768,3.0,31.3953488372093,43,74.0
1104242,46022,1,9,32.00851698039216,34.77649405882353,6.117647058823529,2.0,12.235294117647058,51,72.0
1104252,46022,1,9,32.00851698039216,34.77649405882353,6.372549019607843,2.0,12.745098039215685,51,88.0
1104262,46022,1,9,32.00851698039216,34.77649405882353,6.901960784313726,2.666666667,18.405228757509803,51,81.0
1104291,11501,2,9,32.1467135,34.831044500000004,15.425,2.666666667,41.13333333425,40,70.0
1104301,11501,1,9,32.14532441860465,34.83056697674419,14.906976744186046,2.2,32.7953488372093,43,70.0
1104322,10524,2,9,32.13059,34.83293195238095,10.166666666666666,1.0,10.166666666666666,42,91.0
1104331,10525,2,9,32.13202714285714,34.836736,4.114285714285714,1.5,6.171428571428572,70,85.0
1104332,10531,1,9,32.13088841304348,34.82850373913043,10.347826086956522,2.333333333,24.144927536152178,46,109.0
1104351,10575,2,9,32.132929259259264,34.8336462962963,4.407407407407407,0.333333333,1.4691358023703702,27,52.0
1104352,19047,1,4,32.13674780952381,34.83416019047619,1.6666666666666667,2.2,3.6666666666666665,42,50.0
1104362,10524,2,9,32.13059,34.83293195238095,7.785714285714286,1.0,7.785714285714286,42,96.0
1104382,20048,2,4,32.133847214285716,34.82280608928571,21.446428571428573,1.666666667,35.744047619375,56,79.0
1104402,19047,1,4,32.13674780952381,34.83416019047619,5.523809523809524,1.75,9.666666666666666,42,102.0
1104422,19047,1,4,32.13674780952381,34.83416019047619,6.785714285714286,2.4,16.285714285714285,42,80.0
1104451,77015,2,9,32.044658043478265,34.770675652173914,1.391304347826087,2.428571429,3.378881987586957,46,52.0
1104461,77015,1,9,32.04458042553191,34.770571276595746,5.914893617021277,3.0,17.74468085106383,47,58.0
1104491,10600,1,9,32.194447777777775,34.81974074074074,6.444444444444445,0.333333333,2.148148148185185,27,63.0
1104501,10605,2,9,32.213613,34.827920999999996,18.2,1.736842105,31.61052631593333,30,80.0
1105181,12619,1,9,32.20656340909091,34.84208931818182,5.9772727272727275,0.5,2.9886363636363638,44,68.0
1105191,12278,1,9,32.0485990625,34.801255625,1.59375,1.666666667,2.6562500000625002,32,55.0
1105201,36077,2,9,31.984638214285717,34.78787142857143,2.4642857142857144,1.666666667,4.107142857214286,28,55.0
1105241,10605,1,9,32.208162424242424,34.82669090909091,12.757575757575758,1.5,19.136363636363637,33,80.0
1105251,10605,2,9,32.213613,34.827920999999996,11.433333333333334,1.307692308,14.951282053,30,56.0
1105271,10605,2,9,32.213613,34.827920999999996,21.8,1.416666667,30.883333333766664,30,59.0
1105281,10575,2,9,32.132929259259264,34.8336462962963,17.74074074074074,2.333333333,41.39506172840741,27,52.0
1105301,10575,2,9,32.132929259259264,34.8336462962963,3.3333333333333335,0.333333333,1.111111111,27,52.0
1105311,10575,1,9,32.12885034482759,34.826940344827584,6.413793103448276,2.0,12.827586206896552,29,52.0
1105352,10292,1,8,32.07948366666667,34.855839,20.59259259259259,4.25,87.51851851851852,27,58.0
1105362,29082,1,8,32.08216976190476,34.83213626190476,4.166666666666667,2.75,11.458333333333334,42,56.0
1105431,11505,1,9,32.15666379310345,34.856683103448276,4.517241379310345,0.333333333,1.505747126413793,29,62.0
1105451,10504,1,9,32.13490777777778,34.841004444444444,1.8148148148148149,0.666666667,1.209876543259259,27,51.0
1105512,20048,2,4,32.133847214285716,34.82280608928571,12.767857142857142,2.2,28.089285714285715,56,87.0
1105541,10605,2,9,32.213613,34.827920999999996,11.866666666666667,1.454545455,17.260606060433336,30,58.0
1105552,11266,2,8,32.09668668965517,34.86123375862069,7.413793103448276,2.0,14.827586206896552,29,55.0
1105562,29082,1,8,32.08216976190476,34.83213626190476,11.571428571428571,3.25,37.607142857142854,42,78.0
1105572,20048,2,4,32.133847214285716,34.82280608928571,15.464285714285714,2.142857143,33.13775510207143,56,100.0
1105641,10567,1,9,32.142518604651166,34.88063465116279,14.744186046511627,1.5,22.11627906976744,43,76.0
1105651,10565,2,9,32.11754666666666,34.85592233333333,9.1,1.0,9.1,30,65.0
1105661,10504,1,9,32.13490777777778,34.841004444444444,1.7037037037037037,1.333333333,2.271604938296296,27,49.0
1105671,10565,2,9,32.11754666666666,34.85592233333333,4.4,1.75,7.7,30,63.0
1105672,29082,2,8,32.08144713953488,34.82981120930233,13.627906976744185,2.625,35.77325581395349,43,72.0
1105681,10607,1,9,32.184228,34.823353142857144,11.571428571428571,1.5,17.357142857142858,35,65.0
1105701,10605,2,9,32.213613,34.827920999999996,2.933333333333333,1.307692308,3.8358974361,30,53.0
1105711,10617,2,9,32.255608125,34.84021125,6.53125,1.333333333,8.70833333290625,32,64.0
1105722,10531,1,9,32.13665316981132,34.83613254716981,8.09433962264151,2.0,16.18867924528302,53,116.0
1105742,10347,2,4,32.13237155882353,34.82117211764706,3.6176470588235294,1.666666667,6.029411764029412,34,71.0
1105762,19047,2,4,32.1334125952381,34.83094245238095,17.857142857142858,3.0,53.57142857142857,42,91.0
1106202,77015,2,9,32.04465821739131,34.77067476086957,4.956521739130435,3.166666667,15.695652173152174,46,52.0
1106212,10565,2,9,32.11754646666667,34.85592153333334,4.5,7.0,31.5,30,51.0
1106361,10575,1,9,32.12885034482759,34.826940344827584,6.275862068965517,2.666666667,16.73563218341379,29,57.0
1106602,20048,1,4,32.13513496491228,34.823077122807014,14.87719298245614,1.875,27.894736842105264,57,122.0
1106622,20048,2,4,32.133847214285716,34.82280608928571,9.75,2.333333333,22.749999999625,56,81.0
1106632,20048,1,4,32.13513496491228,34.823077122807014,12.403508771929825,1.875,23.25657894736842,57,99.0
1106642,12149,2,4,32.13374159523809,34.85414614285714,26.023809523809526,2.714285714,70.63605442219048,42,79.0
1106652,10524,1,9,32.13092255813954,34.833134046511624,4.093023255813954,1.0,4.093023255813954,43,72.0
1106662,13138,2,8,32.091970179487184,34.8394951025641,7.948717948717949,2.0,15.897435897435898,39,58.0
1106802,10347,2,4,32.13237155882353,34.82117211764706,19.264705882352942,1.666666667,32.1078431367353,34,75.0
1106812,10347,1,4,32.130104631578945,34.81923768421053,6.2368421052631575,2.0,12.473684210526315,38,76.0
1106872,10567,1,9,32.14458845238095,34.883025833333335,8.761904761904763,1.0,8.761904761904763,42,110.0
1106882,10347,2,4,32.13237155882353,34.82117211764706,6.205882352941177,1.666666667,10.343137255735295,34,94.0
1106892,10347,1,4,32.130104631578945,34.81923768421053,5.2368421052631575,2.0,10.473684210526315,38,64.0
1106902,19047,2,4,32.1334125952381,34.83094245238095,18.714285714285715,3.0,56.142857142857146,42,85.0
1106912,19047,1,4,32.13674780952381,34.83416019047619,13.80952380952381,2.142857143,29.591836733880953,42,87.0
1106922,10347,2,4,32.13237155882353,34.82117211764706,27.970588235294116,2.4,67.12941176470588,34,104.0
1106932,10347,1,4,32.130104631578945,34.81923768421053,18.86842105263158,1.666666667,31.447368421210523,38,73.0
1106942,19047,2,4,32.1334125952381,34.83094245238095,8.738095238095237,2.4,20.97142857142857,42,55.0
1107050,10605,2,9,32.213621333333336,34.82793,9.266666666666667,0.5,4.633333333333334,30,69.0
1107100,10606,2,9,32.22903517857143,34.84297732142857,11.303571428571429,0.5,5.651785714285714,56,101.0
1107141,10575,2,9,32.132929259259264,34.8336462962963,6.444444444444445,1.333333333,8.59259259311111,27,63.0
1107161,10575,2,9,32.132929259259264,34.8336462962963,5.962962962962963,1.666666667,9.938271604444445,27,56.0
1107171,10610,2,9,32.24931846153846,34.88213346153846,4.365384615384615,1.0,4.365384615384615,52,57.0
1107181,10565,1,9,32.115449999999996,34.85338129032258,1.096774193548387,1.0,1.096774193548387,31,37.0
1107201,11501,1,9,32.14532441860465,34.83056697674419,14.279069767441861,3.666666667,52.35658914967442,43,88.0
1107211,10524,2,9,32.13059,34.83293238095238,1.3333333333333333,1.0,1.3333333333333333,42,61.0
1107221,16024,2,9,32.112835454545454,34.81540436363637,5.290909090909091,5.0,26.454545454545453,55,61.0
1107231,16024,1,9,32.113412264150945,34.816430000000004,14.0,4.0,56.0,53,71.0
1107241,59021,2,9,32.10423276595745,34.81608957446808,7.553191489361702,2.0,15.106382978723405,47,98.0
1107251,10567,2,9,32.115145,34.843493333333335,3.9166666666666665,2.166666667,8.486111111041668,24,63.0
1107271,10567,1,9,32.11224708333334,34.8401425,5.291666666666667,2.5,13.229166666666666,24,100.0
1107281,10605,2,9,32.213613,34.827920999999996,3.5,1.307692308,4.5769230768,30,57.0
1107291,10605,1,9,32.208162424242424,34.82669090909091,8.272727272727273,1.3,10.754545454545454,33,55.0
1107301,10570,2,9,32.13779125,34.8722865625,3.09375,0.666666667,2.06250000015625,32,63.0
1107331,10621,1,9,32.11521947368421,34.83329447368421,4.526315789473684,2.0,9.052631578947368,38,47.0
1107341,10621,2,9,32.1151797368421,34.832557105263156,3.5789473684210527,0.333333333,1.192982456131579,38,89.0
1107351,11609,2,9,32.244852564102565,34.86654102564103,3.5384615384615383,1.333333333,4.717948718000001,39,51.0
1107361,10605,1,9,32.208162424242424,34.82669090909091,23.87878787878788,3.5,83.57575757575758,33,67.0
1107371,10606,2,9,32.22766036363637,34.84247254545455,4.672727272727273,0.5,2.3363636363636364,55,101.0
1107411,10605,2,9,32.213613,34.827920999999996,25.1,1.736842105,43.59473684233333,30,89.0
1107451,10610,1,9,32.24993454545454,34.88171763636364,10.527272727272727,1.0,10.527272727272727,55,63.0
1107461,10575,1,9,32.12885034482759,34.826940344827584,11.172413793103448,1.0,11.172413793103448,29,101.0
1107501,23012,1,9,32.114443488372096,34.81059488372093,3.744186046511628,2.333333333,8.73643410927907,43,57.0
1107511,10621,2,9,32.1151797368421,34.832557105263156,1.7105263157894737,0.333333333,0.5701754384736842,38,63.0
1107531,10605,1,9,32.208162424242424,34.82669090909091,23.696969696969695,3.5,82.93939393939394,33,65.0
1107552,20048,1,4,32.13513496491228,34.823077122807014,5.473684210526316,3.0,16.42105263157895,57,89.0
1107572,20048,1,4,32.13513496491228,34.823077122807014,3.3157894736842106,2.333333333,7.736842105298245,57,83.0
1107582,20048,2,4,32.133847214285716,34.82280608928571,10.75,2.142857143,23.03571428532143,56,114.0
1107622,20048,2,4,32.133847214285716,34.82280608928571,21.785714285714285,1.666666667,36.30952380955357,56,93.0
1107632,10525,1,9,32.13221012857142,34.836418214285715,5.357142857142857,2.0,10.714285714285714,70,89.0
1107921,11126,2,9,32.060408,34.780599333333335,4.733333333333333,3.0,14.2,60,67.0
1108032,10567,1,9,32.13431793548387,34.870519096774196,7.645161290322581,1.0,7.645161290322581,32,49.0
1108062,11501,2,9,32.146712824999994,34.8310443,18.675,3.75,70.03125,40,72.0
1108082,10347,2,4,32.13237155882353,34.82117211764706,11.352941176470589,1.666666667,18.9215686275,34,75.0
1108102,10531,1,9,32.13665316981132,34.83613254716981,3.9245283018867925,1.0,3.9245283018867925,53,67.0
1108112,10531,2,9,32.134809340000004,34.834542,4.1,1.666666667,6.833333333760001,50,85.0
1108132,10347,2,4,32.13237155882353,34.82117211764706,16.794117647058822,2.5,41.98529411764706,34,82.0
1108152,20048,2,4,32.133847214285716,34.82280608928571,21.482142857142858,2.142857143,46.03316326560714,56,86.0
1108162,20048,1,4,32.13513496491228,34.823077122807014,11.473684210526315,1.875,21.513157894736842,57,100.0
1108172,11249,2,4,32.11149126923077,34.83209638461538,8.884615384615385,2.0,17.76923076923077,26,61.0
1108212,10504,2,9,32.13897512,34.84468444,3.52,1.0,3.52,25,49.0
1108222,20048,1,4,32.134307,34.82236881034483,11.120689655172415,3.0,33.36206896551724,58,99.0
1108232,10292,1,8,32.07948366666667,34.855839,16.59259259259259,2.75,45.629629629629626,27,64.0
1108242,11126,2,9,32.064830192982456,34.78174936842105,5.87719298245614,1.5,8.81578947368421,57,72.0
1108252,11126,1,9,32.058430524590165,34.78018504918033,17.081967213114755,2.5,42.704918032786885,61,136.0
1108262,12149,2,4,32.13374159523809,34.85414614285714,5.523809523809524,1.875,10.357142857142858,42,72.0
1108272,10572,1,9,32.149362150943396,34.84468854716981,6.830188679245283,1.0,6.830188679245283,53,76.0
1108291,14026,2,9,32.064489333333334,34.77615022222222,4.111111111111111,2.4,9.866666666666667,45,76.0
1108301,14026,1,9,32.06329023809524,34.77617309523809,3.9761904761904763,1.714285714,6.816326531095238,42,71.0
1108311,14026,2,9,32.064489333333334,34.77615022222222,8.133333333333333,2.375,19.316666666666666,45,105.0
1108321,11501,1,9,32.14532441860465,34.83056697674419,17.302325581395348,4.0,69.20930232558139,43,51.0
1108331,10565,2,9,32.11754666666666,34.85592233333333,15.466666666666667,1.0,15.466666666666667,30,67.0
1108342,13166,2,8,32.070268588235294,34.86385647058824,2.323529411764706,3.333333333,7.745098039058823,34,59.0
1108361,36077,2,9,31.984638214285717,34.78787142857143,4.142857142857143,2.333333333,9.666666666964286,28,59.0
1108371,36077,1,9,31.9847175,34.78948464285714,5.178571428571429,2.333333333,12.08333333357143,28,62.0
1108372,19047,2,4,32.1334125952381,34.83094245238095,8.547619047619047,2.4,20.514285714285716,42,50.0
1108391,36077,1,9,31.9847175,34.78948464285714,1.5357142857142858,1.0,1.5357142857142858,28,52.0
1108401,22006,1,9,32.11284243902439,34.81568658536585,0.926829268292683,3.0,2.7804878048780486,41,33.0
1108411,22006,2,9,32.11258512195122,34.81795268292683,0.6585365853658537,2.0,1.3170731707317074,41,34.0
1108431,10575,1,9,32.12885034482759,34.826940344827584,22.689655172413794,2.0,45.37931034482759,29,56.0
1108501,10605,2,9,32.213613,34.827920999999996,6.6,0.5,3.3,30,60.0
1108511,10612,1,9,32.18684722222222,34.84717722222222,12.333333333333334,0.666666667,8.222222222944445,18,64.0
1108521,11609,2,9,32.244852564102565,34.86654102564103,8.205128205128204,0.75,6.153846153846154,39,56.0
1108592,10601,1,9,32.2060224893617,34.825276319148934,2.234042553191489,2.5,5.585106382978723,47,120.0
1108612,24092,2,8,32.08673019512195,34.8564016097561,14.829268292682928,2.5,37.073170731707314,41,78.0
1108642,36035,2,9,32.04878622727273,34.80594820454545,9.272727272727273,2.4,22.254545454545454,44,82.0
1108662,36077,2,9,31.98463932142857,34.78784653571429,2.75,1.666666667,4.583333333464286,28,37.0
1108672,10531,1,9,32.13088841304348,34.82850373913043,16.152173913043477,0.333333333,5.384057971152174,46,100.0
1108682,10615,2,9,32.24372328571429,34.85131221428571,1.8095238095238095,0.333333333,0.6031746031428571,42,80.0
1108952,13138,2,8,32.091970179487184,34.8394951025641,5.794871794871795,2.0,11.58974358974359,39,65.0
1108982,29082,1,8,32.08216976190476,34.83213626190476,14.023809523809524,2.571428571,36.061224489857146,42,66.0
1109012,12149,2,4,32.13374159523809,34.85414614285714,16.952380952380953,2.714285714,46.01360544321429,42,87.0
1109032,15066,1,8,32.08669202702703,34.82372997297297,9.054054054054054,2.4,21.72972972972973,37,76.0
1109052,29082,1,8,32.08216976190476,34.83213626190476,8.261904761904763,2.625,21.6875,42,75.0
1109062,12149,2,4,32.13374159523809,34.85414614285714,20.142857142857142,3.0,60.42857142857143,42,139.0
1109101,14026,2,9,32.064489333333334,34.77615022222222,10.911111111111111,2.375,25.913888888888888,45,86.0
1109102,19047,1,4,32.13674780952381,34.83416019047619,10.80952380952381,2.2,23.780952380952378,42,65.0
1109111,14026,1,9,32.06329023809524,34.77617309523809,3.738095238095238,3.0,11.214285714285714,42,60.0
1109121,14026,2,9,32.064489333333334,34.77615022222222,6.355555555555555,2.8,17.795555555555556,45,70.0
1109122,10610,1,9,32.2499342,34.88171721818182,6.036363636363636,0.666666667,4.024242424381819,55,77.0
1109131,14026,1,9,32.06329023809524,34.77617309523809,3.0238095238095237,2.0,6.0476190476190474,42,57.0
1109171,10612,1,9,32.18684722222222,34.84717722222222,12.0,2.0,24.0,18,67.0
1109181,11505,2,9,32.14765833333333,34.858803333333334,6.375,1.0,6.375,24,48.0
1109191,11609,2,9,32.244852564102565,34.86654102564103,5.487179487179487,1.0,5.487179487179487,39,53.0
1109201,10617,1,9,32.2582864516129,34.84076258064516,1.0,1.0,1.0,31,38.0
1109211,11126,2,9,32.060408,34.780599333333335,8.1,2.428571429,19.671428572033335,60,94.0
1109221,11126,1,9,32.05795766666667,34.78015383333333,9.133333333333333,2.8,25.573333333333334,60,104.0
1109381,16024,2,9,32.112835454545454,34.81540436363637,10.89090909090909,3.0,32.67272727272727,55,67.0
1109391,10551,2,9,32.149759111111116,34.87426488888889,5.044444444444444,1.666666667,8.407407407777779,45,71.0
1109401,14026,2,9,32.064489333333334,34.77615022222222,9.377777777777778,2.4,22.506666666666664,45,85.0
1109421,14026,2,9,32.064489333333334,34.77615022222222,8.844444444444445,2.375,21.005555555555556,45,89.0
1109481,16024,1,9,32.113412264150945,34.816430000000004,15.056603773584905,3.75,56.4622641509434,53,91.0
1109491,16024,2,9,32.112835454545454,34.81540436363637,14.090909090909092,3.0,42.27272727272727,55,75.0
1109501,16024,1,9,32.113412264150945,34.816430000000004,3.5660377358490565,5.0,17.830188679245282,53,61.0
1109531,10605,1,9,32.208162424242424,34.82669090909091,13.93939393939394,1.307692308,18.22843822787879,33,66.0
1109532,12149,1,4,32.13014471428571,34.84712261904762,14.261904761904763,2.6,37.08095238095238,42,87.0
1109542,12149,2,4,32.13374159523809,34.85414614285714,8.404761904761905,1.875,15.758928571428571,42,70.0
1109572,12149,1,4,32.13014471428571,34.84712261904762,11.523809523809524,2.6,29.961904761904766,42,76.0
1109582,12149,2,4,32.13374159523809,34.85414614285714,9.571428571428571,1.875,17.946428571428573,42,74.0
1109591,11126,2,9,32.060408,34.780599333333335,12.366666666666667,3.0,37.1,60,119.0
1109641,12278,1,9,32.0485990625,34.801255625,5.0625,2.333333333,11.812499999375,32,61.0
1109651,12278,2,9,32.0492896875,34.8005815625,3.78125,1.666666667,6.302083334,32,55.0
1109732,10531,1,9,32.13665316981132,34.83613254716981,4.0754716981132075,1.0,4.0754716981132075,53,66.0
1109742,10531,2,9,32.134809340000004,34.834542,5.72,1.666666667,9.53333333298,50,97.0
